##alle	O	O
##lic	O	O
ho	O	O
##mo	O	O
##log	O	O
##ous	O	O
re	O	O
##comb	O	O
##ination	O	O
resulting	O	O
in	O	O
both	O	O
the	O	O
del	O	O
##eti	O	O
##on	O	O
associated	O	O
with	O	O
SMS	O	O
and	O	O
the	O	O
re	O	O
##ci	O	O
##p	O	O
##ro	O	O
##cal	O	O
du	O	O
##plication	O	O
:	O	O
du	O	O
##p	O	O
(	O	O
17	O	O
)	O	O
(	O	O
p	O	O
##11	O	O
.	O	O
2	O	O
##p	O	O
##11	O	O
.	O	O
2	O	O
)	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Here	O	O
we	O	O
report	O	O
the	O	O
results	O	O
of	O	O
clinical	O	O
and	O	O
genetic	O	O
analyses	O	O
of	O	O
two	O	O
newly	O	O
identified	O	O
families	O	O
with	O	O
AD	O	O
##TL	O	O
##E	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
All	O	O
patients	O	O
were	O	O
scheduled	O	O
to	O	O
receive	O	O
r	O	O
##H	O	O
##u	O	O
##E	O	O
##po	O	O
in	O	O
doses	O	O
of	O	O
150	O	O
u	O	O
/	O	O
K	O	O
##g	O	O
/	O	O
day	O	O
for	O	O
a	O	O
period	O	O
of	O	O
12	O	O
weeks	O	O
in	O	O
order	O	O
to	O	O
obtain	O	O
and	O	O
maintain	O	O
stable	O	O
responses	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Association	O	O
of	O	O
14	O	O
b	O	O
##p	O	O
p	O	O
##oly	O	O
##mor	O	O
##phism	O	O
with	O	O
h	O	O
##CM	O	O
##V	O	O
urine	O	O
DNA	O	O
copies	O	O
and	O	O
the	O	O
odds	O	O
ratio	O	O
(	O	O
OR	O	O
)	O	O
of	O	O
the	O	O
p	O	O
##oly	O	O
##mor	O	O
##phism	O	O
as	O	O
a	O	O
risk	O	O
factor	O	O
for	O	O
active	O	O
h	O	O
##CM	O	O
##V	O	O
infection	O	O
were	O	O
analyzed	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
One	O	O
family	O	O
had	O	O
a	O	O
C	O	O
to	O	O
G	O	O
trans	O	O
##version	O	O
Y	B-ProteinMutation	B-ProteinMutation
##18	I-ProteinMutation	I-ProteinMutation
##5	I-ProteinMutation	I-ProteinMutation
##4	I-ProteinMutation	I-ProteinMutation
##X	I-ProteinMutation	I-ProteinMutation
.	O	O
[SEP]	O	O

[CLS]	O	O
In	O	O
this	O	O
study	O	O
,	O	O
we	O	O
analyzed	O	O
L	O	O
##OH	O	O
of	O	O
the	O	O
tumor	O	O
suppress	O	O
##or	O	O
gene	O	O
T	O	O
##g	O	O
##7	O	O
##37	O	O
in	O	O
side	O	O
population	O	O
cells	O	O
of	O	O
human	O	O
he	O	O
##pa	O	O
##to	O	O
##cellular	O	O
car	O	O
##cin	O	O
##oma	O	O
##s	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
The	O	O
mutant	O	O
trans	O	O
##cript	O	O
contains	O	O
a	O	O
premature	O	O
stop	O	O
co	O	O
##don	O	O
predicted	O	O
to	O	O
trigger	O	O
nonsense	O	O
-	O	O
mediated	O	O
decay	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Gen	O	O
##ot	O	O
##y	O	O
##ping	O	O
was	O	O
performed	O	O
by	O	O
polymer	O	O
##ase	O	O
-	O	O
chain	O	O
-	O	O
reaction	O	O
-	O	O
based	O	O
flu	O	O
##ores	O	O
##cence	O	O
and	O	O
direct	O	O
se	O	O
##quencing	O	O
of	O	O
g	O	O
##eno	O	O
##mic	O	O
DNA	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Se	O	O
##quence	O	O
variations	O	O
may	O	O
be	O	O
pseudo	O	O
##gene	O	O
products	O	O
rather	O	O
than	O	O
true	O	O
p	O	O
##oly	O	O
##mor	O	O
##phism	O	O
##s	O	O
,	O	O
so	O	O
we	O	O
should	O	O
always	O	O
determine	O	O
if	O	O
the	O	O
position	O	O
where	O	O
the	O	O
variation	O	O
is	O	O
located	O	O
differs	O	O
between	O	O
K	O	O
##AL	O	O
##1	O	O
and	O	O
its	O	O
pseudo	O	O
##gene	O	O
,	O	O
because	O	O
it	O	O
has	O	O
been	O	O
suggested	O	O
that	O	O
the	O	O
presence	O	O
of	O	O
various	O	O
p	O	O
##oly	O	O
##mor	O	O
##phism	O	O
##s	O	O
in	O	O
affected	O	O
individuals	O	O
could	O	O
be	O	O
the	O	O
cause	O	O
of	O	O
K	O	O
##S	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
The	O	O
diagnosis	O	O
of	O	O
pro	O	O
##band	O	O
##s	O	O
and	O	O
affected	O	O
family	O	O
members	O	O
was	O	O
verified	O	O
according	O	O
to	O	O
standard	O	O
criteria	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Fourteen	O	O
patients	O	O
are	O	O
ho	O	O
##mo	O	O
##zy	O	O
##go	O	O
##us	O	O
for	O	O
one	O	O
single	O	O
mutation	O	O
,	O	O
five	O	O
patients	O	O
are	O	O
compound	O	O
-	O	O
he	O	O
##tero	O	O
##zy	O	O
##go	O	O
##us	O	O
for	O	O
two	O	O
different	O	O
mutations	O	O
affecting	O	O
one	O	O
of	O	O
the	O	O
three	O	O
genes	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
ST	O	O
##AT	O	O
##S	O	O
showed	O	O
significant	O	O
differences	O	O
in	O	O
the	O	O
major	O	O
ha	O	O
##p	O	O
##lot	O	O
##ype	O	O
frequencies	O	O
(	O	O
>	O	O
3	O	O
%	O	O
)	O	O
between	O	O
patients	O	O
and	O	O
control	O	O
subjects	O	O
(	O	O
P	O	O
=	O	O
0	O	O
.	O	O
00	O	O
##2	O	O
and	O	O
P	O	O
=	O	O
0	O	O
.	O	O
00	O	O
##6	O	O
for	O	O
Co	O	O
##hor	O	O
##ts	O	O
A	O	O
and	O	O
B	O	O
,	O	O
respectively	O	O
)	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
In	O	O
addition	O	O
,	O	O
association	O	O
of	O	O
AD	O	O
##OR	O	O
##A	O	O
##2	O	O
##A	O	O
variants	O	O
with	O	O
anxiety	O	O
was	O	O
replica	O	O
##ted	O	O
for	O	O
individuals	O	O
with	O	O
AS	O	O
##D	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
RNA	O	O
##SE	O	O
##L	O	O
and	O	O
RNA	O	O
##SE	O	O
##L	O	O
-	O	O
inhibitor	O	O
variation	O	O
and	O	O
pro	O	O
##state	O	O
cancer	O	O
risk	O	O
in	O	O
Afro	O	O
-	O	O
Caribbean	O	O
##s	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Gene	O	O
##sca	O	O
##n	O	O
3	O	O
.	O	O
1	O	O
and	O	O
Gen	O	O
##otype	O	O
2	O	O
.	O	O
1	O	O
software	O	O
were	O	O
used	O	O
for	O	O
L	O	O
##OH	O	O
scanning	O	O
and	O	O
analysis	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Integrated	O	O
g	O	O
##eno	O	O
##mic	O	O
and	O	O
expression	O	O
pro	O	O
##fi	O	O
##ling	O	O
in	O	O
mantle	O	O
cell	O	O
l	O	O
##ymph	O	O
##oma	O	O
:	O	O
identification	O	O
of	O	O
gene	O	O
-	O	O
dos	O	O
##age	O	O
regulated	O	O
candidate	O	O
genes	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
CO	O	O
##NC	O	O
##L	O	O
##US	O	O
##ION	O	O
##S	O	O
:	O	O
Although	O	O
CA	O	O
##RD	O	O
##15	O	O
302	B-DNAMutation	B-DNAMutation
##0	I-DNAMutation	I-DNAMutation
##ins	I-DNAMutation	I-DNAMutation
##C	I-DNAMutation	I-DNAMutation
appears	O	O
to	O	O
be	O	O
et	O	O
##iol	O	O
##ogical	O	O
##ly	O	O
important	O	O
in	O	O
CD	O	O
,	O	O
ho	O	O
##mo	O	O
##zy	O	O
##go	O	O
##us	O	O
carriage	O	O
does	O	O
not	O	O
always	O	O
lead	O	O
to	O	O
I	O	O
##B	O	O
##D	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
PA	O	O
##X	O	O
##2	O	O
gene	O	O
mutations	O	O
in	O	O
p	O	O
##ediatric	O	O
and	O	O
young	O	O
adult	O	O
transplant	O	O
recipients	O	O
:	O	O
kidney	O	O
and	O	O
u	O	O
##rina	O	O
##ry	O	O
tract	O	O
ma	O	O
##lf	O	O
##orm	O	O
##ations	O	O
without	O	O
o	O	O
##cular	O	O
an	O	O
##oma	O	O
##lies	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
System	O	O
##ic	O	O
s	O	O
##cle	O	O
##rosis	O	O
(	O	O
SS	O	O
##c	O	O
)	O	O
is	O	O
a	O	O
connect	O	O
##ive	O	O
tissue	O	O
disorder	O	O
characterized	O	O
by	O	O
early	O	O
generalized	O	O
micro	O	O
##ang	O	O
##io	O	O
##pathy	O	O
with	O	O
disturbed	O	O
an	O	O
##gio	O	O
##genesis	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Known	O	O
genetic	O	O
defects	O	O
were	O	O
excluded	O	O
by	O	O
performing	O	O
auto	O	O
##so	O	O
##mal	O	O
re	O	O
##cess	O	O
##ive	O	O
re	O	O
##tin	O	O
##itis	O	O
pig	O	O
##mento	O	O
##sa	O	O
(	O	O
a	O	O
##r	O	O
##RP	O	O
)	O	O
g	O	O
##eno	O	O
##ty	O	O
##ping	O	O
micro	O	O
##arra	O	O
##y	O	O
analysis	O	O
and	O	O
by	O	O
Sang	O	O
##er	O	O
se	O	O
##quencing	O	O
of	O	O
the	O	O
coding	O	O
ex	O	O
##ons	O	O
and	O	O
flank	O	O
##ing	O	O
intro	O	O
##nic	O	O
regions	O	O
of	O	O
eyes	O	O
shut	O	O
ho	O	O
##mo	O	O
##log	O	O
-	O	O
d	O	O
##ros	O	O
##op	O	O
##hil	O	O
##a	O	O
(	O	O
E	O	O
##Y	O	O
##S	O	O
)	O	O
and	O	O
chromosome	O	O
2	O	O
open	O	O
reading	O	O
frame	O	O
71	O	O
(	O	O
C	O	O
##2	O	O
##orf	O	O
##7	O	O
##1	O	O
)	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
The	O	O
purpose	O	O
of	O	O
this	O	O
study	O	O
was	O	O
to	O	O
determine	O	O
whether	O	O
the	O	O
transcription	O	O
and	O	O
RNA	O	O
s	O	O
##p	O	O
##licing	O	O
and	O	O
processing	O	O
of	O	O
the	O	O
mutant	O	O
gene	O	O
occurred	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
The	O	O
resulting	O	O
all	O	O
##ele	O	O
and	O	O
g	O	O
##eno	O	O
##type	O	O
frequencies	O	O
of	O	O
the	O	O
patients	O	O
were	O	O
compared	O	O
to	O	O
those	O	O
of	O	O
the	O	O
controls	O	O
by	O	O
Fischer	O	O
'	O	O
s	O	O
exact	O	O
test	O	O
and	O	O
odds	O	O
ratios	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
These	O	O
findings	O	O
emphasize	O	O
the	O	O
role	O	O
of	O	O
loss	O	O
of	O	O
p	O	O
##16	O	O
in	O	O
the	O	O
development	O	O
of	O	O
both	O	O
s	O	O
##poradic	O	O
and	O	O
N	O	O
##F	O	O
##1	O	O
-	O	O
associated	O	O
MP	O	O
##NS	O	O
##T	O	O
##s	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
In	O	O
the	O	O
current	O	O
study	O	O
,	O	O
we	O	O
report	O	O
an	O	O
LP	O	O
##G	O	O
patient	O	O
with	O	O
a	O	O
novel	O	O
a	O	O
##po	O	O
##E	O	O
mutation	O	O
,	O	O
a	O	O
##po	O	O
##E	O	O
Osaka	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
We	O	O
therefore	O	O
conducted	O	O
a	O	O
case	O	O
-	O	O
control	O	O
study	O	O
with	O	O
51	O	O
##5	O	O
incident	O	O
lung	O	O
cancer	O	O
cases	O	O
and	O	O
103	O	O
##0	O	O
age	O	O
-	O	O
and	O	O
sex	O	O
-	O	O
matched	O	O
controls	O	O
without	O	O
cancer	O	O
,	O	O
and	O	O
further	O	O
conducted	O	O
a	O	O
meta	O	O
-	O	O
analysis	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
CO	O	O
##NC	O	O
##L	O	O
##US	O	O
##ION	O	O
##S	O	O
:	O	O
E	O	O
##bs	O	O
##tein	O	O
an	O	O
##oma	O	O
##ly	O	O
is	O	O
a	O	O
con	O	O
##gen	O	O
##ital	O	O
heart	O	O
ma	O	O
##lf	O	O
##orm	O	O
##ation	O	O
that	O	O
is	O	O
associated	O	O
with	O	O
mutations	O	O
in	O	O
M	O	O
##Y	O	O
##H	O	O
##7	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
CO	O	O
##NC	O	O
##L	O	O
##US	O	O
##ION	O	O
##S	O	O
:	O	O
These	O	O
data	O	O
confirm	O	O
G	O	O
##J	O	O
##A	O	O
##3	O	O
as	O	O
one	O	O
of	O	O
the	O	O
most	O	O
frequently	O	O
m	O	O
##uta	O	O
##ted	O	O
genes	O	O
that	O	O
under	O	O
##lie	O	O
auto	O	O
##so	O	O
##mal	O	O
dominant	O	O
cat	O	O
##ara	O	O
##ct	O	O
in	O	O
humans	O	O
,	O	O
and	O	O
further	O	O
emphasize	O	O
the	O	O
importance	O	O
of	O	O
con	O	O
##nex	O	O
##in	O	O
function	O	O
in	O	O
maintaining	O	O
lens	O	O
transparency	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
In	O	O
conclusion	O	O
,	O	O
our	O	O
data	O	O
demonstrate	O	O
the	O	O
presence	O	O
of	O	O
so	O	O
##matic	O	O
alterations	O	O
of	O	O
the	O	O
ME	O	O
##N	O	O
##1	O	O
tumor	O	O
suppress	O	O
##or	O	O
gene	O	O
in	O	O
about	O	O
one	O	O
fifth	O	O
of	O	O
ben	O	O
##ign	O	O
s	O	O
##poradic	O	O
para	O	O
##thy	O	O
##roid	O	O
tumors	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
We	O	O
found	O	O
no	O	O
evidence	O	O
of	O	O
a	O	O
significant	O	O
modification	O	O
of	O	O
breast	O	O
cancer	O	O
pen	O	O
##et	O	O
##rance	O	O
in	O	O
BR	O	O
##CA	O	O
##1	O	O
mutation	O	O
carriers	O	O
by	O	O
either	O	O
p	O	O
##oly	O	O
##mor	O	O
##phism	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
There	O	O
was	O	O
also	O	O
a	O	O
statistical	O	O
##ly	O	O
significant	O	O
p	O	O
-	O	O
value	O	O
of	O	O
the	O	O
(	O	O
2	O	O
)	O	O
test	O	O
for	O	O
the	O	O
trend	O	O
observed	O	O
in	O	O
the	O	O
X	O	O
##RC	O	O
##C	O	O
##1	O	O
A	B-ProteinMutation	B-ProteinMutation
##rg	I-ProteinMutation	I-ProteinMutation
##39	I-ProteinMutation	I-ProteinMutation
##9	I-ProteinMutation	I-ProteinMutation
##G	I-ProteinMutation	I-ProteinMutation
##ln	I-ProteinMutation	I-ProteinMutation
p	O	O
##oly	O	O
##mor	O	O
##phism	O	O
(	O	O
p	O	O
##tre	O	O
##nd	O	O
=	O	O
0	O	O
.	O	O
00	O	O
##48	O	O
)	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
Det	O	O
##ailed	O	O
clinical	O	O
evaluation	O	O
##s	O	O
were	O	O
performed	O	O
for	O	O
all	O	O
the	O	O
available	O	O
affected	O	O
and	O	O
un	O	O
##af	O	O
##fected	O	O
members	O	O
of	O	O
this	O	O
family	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
ME	O	O
##TH	O	O
##OD	O	O
##S	O	O
:	O	O
Two	O	O
siblings	O	O
from	O	O
a	O	O
con	O	O
##sang	O	O
##uin	O	O
##eous	O	O
family	O	O
presented	O	O
with	O	O
clinical	O	O
features	O	O
analogous	O	O
to	O	O
G	O	O
##D	O	O
##LD	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
R	O	O
##ES	O	O
##U	O	O
##LT	O	O
##S	O	O
:	O	O
Sign	O	O
##ificant	O	O
evidence	O	O
of	O	O
link	O	O
##age	O	O
was	O	O
obtained	O	O
at	O	O
marker	O	O
D	O	O
##13	O	O
##S	O	O
##17	O	O
##5	O	O
(	O	O
maximum	O	O
L	O	O
##OD	O	O
score	O	O
[	O	O
Z	O	O
(	O	O
ma	O	O
##x	O	O
)	O	O
]	O	O
=	O	O
3	O	O
.	O	O
67	O	O
;	O	O
maximum	O	O
re	O	O
##comb	O	O
##ination	O	O
fraction	O	O
[	O	O
(	O	O
ma	O	O
##x	O	O
)	O	O
]	O	O
=	O	O
0	O	O
.	O	O
04	O	O
)	O	O
and	O	O
D	O	O
##13	O	O
##S	O	O
##13	O	O
##16	O	O
(	O	O
Z	O	O
(	O	O
ma	O	O
##x	O	O
)	O	O
=	O	O
2	O	O
.	O	O
80	O	O
,	O	O
(	O	O
ma	O	O
##x	O	O
)	O	O
=	O	O
0	O	O
.	O	O
0	O	O
)	O	O
.	O	O
[SEP]	O	O

[CLS]	O	O
R	O	O
##ES	O	O
##U	O	O
##LT	O	O
##S	O	O
:	O	O
This	O	O
data	O	O
##set	O	O
had	O	O
a	O	O
high	O	O
du	O	O
